target_resolved,target_symbol,address_class,write_count,write_pcs,write_classes,widths,bitmasks,indexed_write_count,unresolved_indexed_write_count,routine_labels,dispatcher_contexts,candidate_roles,highest_confidence,hardware_reachability_status,diagnostic_only_status,preserved_driver_relevance,keep_drop_replace_candidate,review_priority,notes
$086B,L086B,absolute_memory_or_table:3,3,942C;9B79;A2F7,store:3,8:3,,0,0,L9411;L9B79;LA2F7,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$086C,L086C,absolute_memory_or_table:3,3,9432;A2EB;A2F3,store:2|read_modify_write:1,8:3,,0,0,L9411;LA2E6;LA2F0,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$086D,L086D,absolute_memory_or_table:2,2,9480;9C92,store:2,8:2,,0,0,L946E;L9C8F,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$086E,L086E,absolute_memory_or_table:2,2,949A;9CE5,store:2,8:1|16:1,,0,0,L946E;L9CE5,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0870,L0870,absolute_memory_or_table:1,1,9CF9,store:1,8:1,,0,0,L9CF5,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0871,L0871,absolute_memory_or_table:2,2,950E;9C0B,store:2,16:2,,0,0,L950B;L9C06,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0873,L0873,absolute_memory_or_table:1,1,9C10,store:1,16:1,,0,0,L9C06,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0875,L0875,absolute_memory_or_table:2,2,94DE;A069,store:2,8:2,,0,0,L946E;LA069,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0876,L0876,absolute_memory_or_table:3,3,9489;961C;A151,store:3,8:3,,0,0,L946E;L961C;LA151,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0877,L0877,absolute_memory_or_table:3,3,948C;961F;96D6,store:3,8:3,,0,0,L946E;L961C;L96D0,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0878,L0878,absolute_memory_or_table:3,3,95EC;A140;A148,store:2|read_modify_write:1,8:3,,0,0,L95E2;LA12D;LA145,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0879,L0879,absolute_memory_or_table:3,3,9483;9596;96C7,store:3,8:3,,0,0,L946E;L9591;L96C2,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$087A,L087A,absolute_memory_or_table:3,3,9486;9591;96CD,store:3,8:3,,0,0,L946E;L9591;L96CC,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$087B,L087B,absolute_memory_or_table:4,4,9492;96B0;9B61;A2CF,store:4,8:4,,0,0,L946E;L969E;L9B61;LA2CF,,ram_state_or_intermediate:4,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$087C,L087C,absolute_memory_or_table:3,3,96B6;A2C4;A2D7,store:2|read_modify_write:1,8:3,,0,0,L969E;LA2B7;LA2D7,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$087D,L087D,absolute_memory_or_table:2,2,9514;97B9,store:2,16:2,,0,0,L950B;L97B6,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$087F,L087F,absolute_memory_or_table:1,1,97E3,store:1,8:1,,0,0,L97E3,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0880,L0880,absolute_memory_or_table:1,1,9E95,store:1,16:1,,0,0,L9E95,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0882,L0882,absolute_memory_or_table:1,1,9DEE,store:1,8:1,,0,0,L9DEC,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0883,L0883,absolute_memory_or_table:1,1,9DF8,store:1,8:1,,0,0,L9DF8,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0884,L0884,absolute_memory_or_table:2,2,96ED;9D25,store:2,8:2,,0,0,L96E7;L9D1E,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0885,L0885,absolute_memory_or_table:1,1,9263,store:1,8:1,,0,0,L925E,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0886,L0886,absolute_memory_or_table:1,1,9DE9,store:1,8:1,,0,0,L9DE9,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0887,L0887,absolute_memory_or_table:3,3,948F;980F;9EE7,store:3,8:3,,0,0,L946E;L980F;L9EE7,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0888,L0888,absolute_memory_or_table:3,3,9815;9ED3;9EDB,store:2|read_modify_write:1,8:3,,0,0,L980F;L9ECA,,ram_state_or_intermediate:3,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0889,L0889,absolute_memory_or_table:1,1,983D,store:1,16:1,,0,0,L983D,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$088B,L088B,absolute_memory_or_table:1,1,9880,store:1,16:1,,0,0,L9880,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$088D,L088D,absolute_memory_or_table:5,5,9215;9236;9F24;9F84;9FAE,store:4|clear:1,8:5,,0,0,L920E;L9226;L9F16;L9F7D;L9FA7,,ram_state_or_intermediate:5,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$088E,L088E,absolute_memory_or_table:2,2,A3D6;A3E0,store:1|clear:1,8:2,,0,0,LA398;LA3E0,,ram_state_or_intermediate:2,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0893,L0893,absolute_memory_or_table:1,1,A0CB,store:1,16:1,,0,0,LA0CA,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0897,L0897,absolute_memory_or_table:1,1,A18E,store:1,16:1,,1,0,LA17A,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0899,L0899,absolute_memory_or_table:1,1,A09B,store:1,16:1,,0,0,LA09A,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$0F00,L0F00,absolute_memory_or_table:1,1,F5D8,store:1,8:1,,0,0,LF5D6,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$103D,L103D,absolute_memory_or_table:1,1,7108,store:1,8:1,,1,0,L7100,,ram_state_or_intermediate:1,medium,not_established_write_side_only,not_proven_write_side_only,unknown_pending_read_edges,unknown_pending_read_consumer_edges,medium,write-side dossier only; next pass must add reads/consumers
$3001,L3001,hardware_register_region_30xx:1,1,CC97,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3003,L3003,hardware_register_region_30xx:1,1,CC8B,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3008,L3008,hardware_register_region_30xx:1,1,7122,store:1,8:1,,1,0,L7100,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3009,L3009,hardware_register_region_30xx:1,1,CC9B,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$300B,L300B,hardware_register_region_30xx:1,1,CC83,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$300C,L300C,hardware_register_region_30xx:1,1,CC7D,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$300D,L300D,hardware_register_region_30xx:1,1,CC7F,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3016,L3016,hardware_register_region_30xx:1,1,7503,store:1,16:1,,0,0,L74F1,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$301A,L301A,hardware_register_region_30xx:2,2,7464;7943,store:2,16:2,,0,0,L7459;L793A,,hardware_or_asic_state:2,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$301C,L301C,hardware_register_region_30xx:2,2,7824;793A,store:2,16:2,,2,0,L781E;L793A,,hardware_or_asic_state:2,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$301E,L301E,hardware_register_region_30xx:2,2,77F4;78D6,store:2,16:2,,2,0,L77EE;L78D6,,hardware_or_asic_state:2,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3020,L3020,hardware_register_region_30xx:6,6,77EE;781E;7883;78C5;78E7;7929,bit_mutation:6,bit:6,#$03;#$0C;#$01;#$04,6,0,L77EE;L781E;L7874;L78C5;L78D6;L7929,,hardware_or_asic_state:6,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3021,L3021,hardware_register_region_30xx:1,1,CC8F,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3022,L3022,hardware_register_region_30xx:7,7,7469;77DF;780F;7880;78E4;CC56;FC31,bit_mutation:5|store:2,bit:5|8:2,#$08;#$10;#$A0,5,0,L7459;L77D6;L7806;L7874;L78D6;LCC53;LFC2F,,hardware_or_asic_state:7,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3023,L3023,hardware_register_region_30xx:12,12,745B;754D;76E1;7731;77DD;780D;787A;78DE;7948;CE7E;FC16;FC36,store:12,8:12,,7,0,L7459;L7548;L76DC;L7728;L77D6;L7806;L7874;L78D6;L793A;LCE7B;LFC11;LFC2F,,hardware_or_asic_state:12,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3024,L3024,hardware_register_region_30xx:2,2,7113;FC3C,store:2,8:2,,1,0,L7100;LFC2F,,hardware_or_asic_state:2,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3025,L3025,hardware_register_region_30xx:1,1,FC41,store:1,8:1,,0,0,LFC2F,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3026,L3026,hardware_register_region_30xx:1,1,CC93,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3028,L3028,hardware_register_region_30xx:1,1,CC85,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$302B,L302B,hardware_register_region_30xx:1,1,CC9F,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$302C,L302C,hardware_register_region_30xx:1,1,CC81,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$302D,L302D,hardware_register_region_30xx:8,8,7154;F645;F7AF;F811;F907;F950;FA48;FA57,store:8,8:8,,2,0,L713A;LF632;LF793;LF807;LF8F4;LF94B;LFA28;LFA4D,,hardware_or_asic_state:8,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$302F,L302F,hardware_register_region_30xx:3,3,F60B;F8E6;FA30,store:3,8:3,,0,0,LF5E8;LF8E6;LFA28,,hardware_or_asic_state:3,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3030,L3030,hardware_register_region_30xx:4,4,7521;7B73;D171;F262,store:4,8:4,,0,0,L7516;L7B6D;LD15C;LF25F,,hardware_or_asic_state:4,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3035,L3035,hardware_register_region_30xx:1,1,711A,store:1,8:1,,1,0,L7100,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3038,L3038,hardware_register_region_30xx:1,1,7115,bit_mutation:1,bit:1,#$20,1,0,L7100,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3039,L3039,hardware_register_region_30xx:2,2,710F;7D89,store:2,8:2,,1,0,L7100;L7D4B,,hardware_or_asic_state:2,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$303A,L303A,hardware_register_region_30xx:10,10,7443;7448;79EA;79ED;7DB3;9169;F2EF;F2F3;FA87;FA8A,store:10,8:10,,0,0,L741D;L79D6;L7DAD;L9167;LF2C5;LFA83,near_output_control_dispatcher_FAA5,watchdog_cop_sink:10,high,hardware_or_preserved_driver_candidate,not_proven_write_side_only,watchdog_hardware_relevant,keep_or_preserve_until_proven_otherwise,high,COP/watchdog hardware sink; hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$303C,L303C,hardware_register_region_30xx:1,1,CCA3,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$303E,L303E,hardware_register_region_30xx:1,1,CC87,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$305C,L305C,hardware_register_region_30xx:1,1,CC89,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$305D,L305D,hardware_register_region_30xx:1,1,CCA7,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$305E,L305E,hardware_register_region_30xx:1,1,CCAF,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$305F,L305F,hardware_register_region_30xx:1,1,CCAB,store:1,8:1,,1,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3060,L3060,hardware_register_region_30xx:2,2,F409;FB51,store:2,8:2,,0,0,LF3FD;LFB4A,,iac_output_sink_or_state:2,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,iac_stock_or_custom_driver_relevant,keep_or_preserve_until_proven_otherwise,high,IAC output/phase candidate; hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3061,L3061,hardware_register_region_30xx:1,1,CCB3,store:1,8:1,,0,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3062,L3062,hardware_register_region_30xx:4,4,F411;FB28;FB3E;FB5B,store:4,8:4,,0,0,LF3FD;LFB26;LFB39;LFB4A,,iac_output_sink_or_state:4,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,iac_stock_or_custom_driver_relevant,keep_or_preserve_until_proven_otherwise,high,IAC output/phase candidate; hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3063,L3063,hardware_register_region_30xx:1,1,CCB8,store:1,8:1,,0,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3065,L3065,hardware_register_region_30xx:1,1,CCBD,store:1,8:1,,0,0,LCC7C,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3067,L3067,hardware_register_region_30xx:1,1,F41B,store:1,8:1,,0,0,LF3FD,,hardware_or_asic_state:1,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3068,L3068,hardware_register_region_30xx:3,3,7BA3;FB93;FBCB,store:3,16:3,,0,0,L7B79;LFB4A;LFB98,,hardware_or_asic_state:3,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$306A,L306A,hardware_register_region_30xx:4,4,C56B;CDF3;FB8A;FBB9,store:4,16:4,,0,0,LC568;LCDF3;LFB4A;LFB98,,hardware_or_asic_state:4,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$306C,L306C,hardware_register_region_30xx:4,4,9163;CDDF;FB8D;FBBF,store:4,16:4,,0,0,L9161;LCDDF;LFB4A;LFB98,,hardware_or_asic_state:4,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$306E,L306E,hardware_register_region_30xx:3,3,7128;FB90;FBC5,store:3,16:3,,0,0,L7100;LFB4A;LFB98,,hardware_or_asic_state:3,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$306F,L306F,hardware_register_region_30xx:2,2,7518;A5AA,store:2,8:2,,0,0,L7516;LA5A9,,hardware_or_asic_state:2,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3FCC,L3FCC,asic_hardware_region_3fxx:2,2,74D6;FADC,store:2,16:2,,0,0,L74D3;LFACA,,hardware_or_asic_state:2,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3FCE,L3FCE,asic_hardware_region_3fxx:4,4,8426;8512;FAEE;FB44,store:4,16:4,,0,0,L8424;L8508;LFACA;LFB39,,fuel_pw_hardware_sink:4,high,hardware_or_preserved_driver_candidate,not_proven_write_side_only,fuel_compact_route_hardware_sink,keep_or_preserve_until_proven_otherwise,high,fuel compact $3FCE hardware sink; hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3FD4,L3FD4,asic_hardware_region_3fxx:3,3,CDCB;FB78;FB9B,store:3,16:3,,0,0,LCDCB;LFB4A;LFB98,,hardware_or_asic_state:3,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3FD6,L3FD6,asic_hardware_region_3fxx:3,3,CD8D;FB7D;FBA3,store:3,16:3,,0,0,LCD87;LFB4A;LFB98,,hardware_or_asic_state:3,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3FD8,L3FD8,asic_hardware_region_3fxx:3,3,CE0C;FB82;FBAB,store:3,16:3,,0,0,LCE0A;LFB4A;LFB98,,hardware_or_asic_state:3,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3FDA,L3FDA,asic_hardware_region_3fxx:3,3,CD71;FB87;FBB3,store:3,16:3,,0,0,LCD71;LFB4A;LFB98,,hardware_or_asic_state:3,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,unknown_pending_read_edges,keep_or_preserve_until_proven_otherwise,high,hardware/preserved-driver candidate; no drop decision from write-side evidence alone
$3FDC,L3FDC,asic_hardware_region_3fxx:2,2,ABC0;FAF7,store:2,16:2,,0,0,LABA2;LFACA,,spark_stock_handoff_sink_or_state:2,medium,hardware_or_preserved_driver_candidate,not_proven_write_side_only,spark_stock_handoff_relevant,keep_or_preserve_until_proven_otherwise,high,spark stock handoff rolling state; hardware/preserved-driver candidate; no drop decision from write-side evidence alone
